id: 0x420001c5, name: OFO003_DEFAULT.PNX, group: 0x1000005f, partId: 0x74000007
id: 0x42000626, name: MON018_DOWNA.PNX, group: 0x10000076, partId: 0x70000189
id: 0x42000627, name: MON018_GROGGYA.PNX, group: 0x10000076, partId: 0x70000011
id: 0x42000628, name: MON018_SLEEPA.PNX, group: 0x10000076, partId: 0x700001e5
id: 0x42000629, name: MON018_SURPRISEA.PNX, group: 0x10000076, partId: 0x70000012
id: 0x4200062a, name: MON018_UPA.PNX, group: 0x10000076, partId: 0x700001fe
id: 0x4200062b, name: MON019_DAMAGEB.PNX, group: 0x10000077, partId: 0x70000176
id: 0x4200062c, name: MON019_DAMAGEC.PNX, group: 0x10000077, partId: 0x7000000e
id: 0x4200062d, name: MON019_DAMAGED.PNX, group: 0x10000077, partId: 0x7000000f
id: 0x4200062e, name: MON019_DEADB.PNX, group: 0x10000077, partId: 0x70000010
id: 0x4200062f, name: MON019_DOWNA.PNX, group: 0x10000077, partId: 0x70000189
id: 0x42000630, name: MON019_GROGGYA.PNX, group: 0x10000077, partId: 0x70000011
id: 0x42000631, name: MON019_SLEEPA.PNX, group: 0x10000077, partId: 0x700001e5
id: 0x42000632, name: MON019_SURPRISEA.PNX, group: 0x10000077, partId: 0x70000012
id: 0x42000633, name: MON019_UPA.PNX, group: 0x10000077, partId: 0x700001fe
id: 0x42000634, name: MON020_DAMAGEB.PNX, group: 0x10000078, partId: 0x70000176
id: 0x42000635, name: MON001_ATTACKA.PNX, group: 0x10000067, partId: 0x70000216
id: 0x42000636, name: MON001_DAMAGEA.PNX, group: 0x10000067, partId: 0x740001c1
id: 0x42000637, name: MON001_DEADA.PNX, group: 0x10000067, partId: 0x70000217
id: 0x42000638, name: MON001_DEFAULTA.PNX, group: 0x10000067, partId: 0x70000177
id: 0x42000639, name: MON001_GENERATEA.PNX, group: 0x10000067, partId: 0x70000218
id: 0x4200063a, name: MON001_IDLEA.PNX, group: 0x10000067, partId: 0x700001b2
id: 0x4200063b, name: MON001_MOVEA.PNX, group: 0x10000067, partId: 0x70000219
id: 0x4200063c, name: MON002_ATTACKA.PNX, group: 0x10000068, partId: 0x70000216
id: 0x4200063d, name: MON002_DAMAGEA.PNX, group: 0x10000068, partId: 0x740001c1
id: 0x4200063e, name: MON002_DEADA.PNX, group: 0x10000068, partId: 0x70000217
id: 0x4200063f, name: MON002_DEFAULTA.PNX, group: 0x10000068, partId: 0x70000177
id: 0x42000640, name: MON002_GENERATEA.PNX, group: 0x10000068, partId: 0x70000218
id: 0x42000641, name: MON002_IDLEA.PNX, group: 0x10000068, partId: 0x700001b2
id: 0x42000642, name: MON002_MOVEA.PNX, group: 0x10000068, partId: 0x70000219
id: 0x42000643, name: MON003_ATTACKA.PNX, group: 0x10000069, partId: 0x70000216
id: 0x42000644, name: MON003_ATTACKB.PNX, group: 0x10000069, partId: 0x7000021a
id: 0x42000645, name: MON003_DAMAGEA.PNX, group: 0x10000069, partId: 0x740001c1
id: 0x42000646, name: MON003_DEADA.PNX, group: 0x10000069, partId: 0x70000217
id: 0x42000647, name: MON003_DEFAULTA.PNX, group: 0x10000069, partId: 0x70000177
id: 0x42000648, name: MON003_GENERATEA.PNX, group: 0x10000069, partId: 0x70000218
id: 0x42000649, name: MON003_IDLEA.PNX, group: 0x10000069, partId: 0x700001b2
id: 0x4200064a, name: MON003_MOVEA.PNX, group: 0x10000069, partId: 0x70000219
id: 0x4200064c, name: MON004_ATTACKA.PNX, group: 0x1000006a, partId: 0x70000216
id: 0x4200064d, name: MON004_DAMAGEA.PNX, group: 0x1000006a, partId: 0x740001c1
id: 0x4200064e, name: MON004_DEADA.PNX, group: 0x1000006a, partId: 0x70000217
id: 0x4200064f, name: MON004_DEFAULTA.PNX, group: 0x1000006a, partId: 0x70000177
id: 0x42000650, name: MON004_GENERATEA.PNX, group: 0x1000006a, partId: 0x70000218
id: 0x42000651, name: MON004_IDLEA.PNX, group: 0x1000006a, partId: 0x700001b2
id: 0x42000652, name: MON004_MOVEA.PNX, group: 0x1000006a, partId: 0x70000219
id: 0x42000653, name: MON005_ATTACKA.PNX, group: 0x1000006b, partId: 0x70000216
id: 0x42000654, name: MON005_DAMAGEA.PNX, group: 0x1000006b, partId: 0x740001c1
id: 0x42000655, name: MON005_DEADA.PNX, group: 0x1000006b, partId: 0x70000217
id: 0x42000656, name: MON005_DEFAULTA.PNX, group: 0x1000006b, partId: 0x70000177
id: 0x42000657, name: MON005_GENERATEA.PNX, group: 0x1000006b, partId: 0x70000218
id: 0x42000658, name: MON005_IDLEA.PNX, group: 0x1000006b, partId: 0x700001b2
id: 0x42000659, name: MON005_MOVEA.PNX, group: 0x1000006b, partId: 0x70000219
id: 0x4200065a, name: MON006_ATTACKA.PNX, group: 0x1000006c, partId: 0x70000216
id: 0x4200065b, name: MON006_DAMAGEA.PNX, group: 0x1000006c, partId: 0x740001c1
id: 0x4200065c, name: MON006_DEADA.PNX, group: 0x1000006c, partId: 0x70000217
id: 0x4200065d, name: MON006_DEFAULTA.PNX, group: 0x1000006c, partId: 0x70000177
id: 0x4200065e, name: MON006_GENERATEA.PNX, group: 0x1000006c, partId: 0x70000218
id: 0x4200065f, name: MON006_IDLEA.PNX, group: 0x1000006c, partId: 0x700001b2
id: 0x42000660, name: MON006_MOVEA.PNX, group: 0x1000006c, partId: 0x70000219
id: 0x42000661, name: MON007_ATTACKA.PNX, group: 0x1000006d, partId: 0x70000216
id: 0x42000662, name: MON007_DAMAGEA.PNX, group: 0x1000006d, partId: 0x740001c1
id: 0x42000663, name: MON007_DEADA.PNX, group: 0x1000006d, partId: 0x70000217
id: 0x42000664, name: MON007_DEFAULTA.PNX, group: 0x1000006d, partId: 0x70000177
id: 0x42000665, name: MON007_GENERATEA.PNX, group: 0x1000006d, partId: 0x70000218
id: 0x42000666, name: MON007_IDLEA.PNX, group: 0x1000006d, partId: 0x700001b2
id: 0x42000667, name: MON007_MOVEA.PNX, group: 0x1000006d, partId: 0x70000219
id: 0x42000668, name: MON008_ATTACKA.PNX, group: 0x1000006e, partId: 0x70000216
id: 0x42000669, name: MON008_ATTACKB.PNX, group: 0x1000006e, partId: 0x7000021a
id: 0x4200066a, name: MON008_DAMAGEA.PNX, group: 0x1000006e, partId: 0x740001c1
id: 0x4200066b, name: MON008_DEADA.PNX, group: 0x1000006e, partId: 0x70000217
id: 0x4200066c, name: MON008_DEFAULTA.PNX, group: 0x1000006e, partId: 0x70000177
id: 0x4200066d, name: MON008_GENERATEA.PNX, group: 0x1000006e, partId: 0x70000218
id: 0x4200066e, name: MON008_IDLEA.PNX, group: 0x1000006e, partId: 0x700001b2
id: 0x4200066f, name: MON008_MOVEA.PNX, group: 0x1000006e, partId: 0x70000219
id: 0x42000670, name: MON009_ATTACKA.PNX, group: 0x1000006f, partId: 0x70000216
id: 0x42000671, name: MON009_DAMAGEA.PNX, group: 0x1000006f, partId: 0x740001c1
id: 0x42000672, name: MON009_DEADA.PNX, group: 0x1000006f, partId: 0x70000217
id: 0x42000673, name: MON009_DEFAULTA.PNX, group: 0x1000006f, partId: 0x70000177
id: 0x42000674, name: MON009_GENERATEA.PNX, group: 0x1000006f, partId: 0x70000218
id: 0x42000675, name: MON009_IDLEA.PNX, group: 0x1000006f, partId: 0x700001b2
id: 0x42000676, name: MON009_MOVEA.PNX, group: 0x1000006f, partId: 0x70000219
id: 0x42000677, name: MON010_ATTACKA.PNX, group: 0x10000070, partId: 0x70000216
id: 0x42000678, name: MON010_DAMAGEA.PNX, group: 0x10000070, partId: 0x740001c1
id: 0x42000679, name: MON010_DEADA.PNX, group: 0x10000070, partId: 0x70000217
id: 0x4200067a, name: MON010_DEFAULTA.PNX, group: 0x10000070, partId: 0x70000177
id: 0x4200067b, name: MON010_GENERATEA.PNX, group: 0x10000070, partId: 0x70000218
id: 0x4200067c, name: MON010_IDLEA.PNX, group: 0x10000070, partId: 0x700001b2
id: 0x4200067d, name: MON010_MOVEA.PNX, group: 0x10000070, partId: 0x70000219
id: 0x4200067e, name: MON011_ATTACKA.PNX, group: 0x10000071, partId: 0x70000216
id: 0x4200067f, name: MON011_DAMAGEA.PNX, group: 0x10000071, partId: 0x740001c1
id: 0x42000680, name: MON011_DEADA.PNX, group: 0x10000071, partId: 0x70000217
id: 0x42000681, name: MON011_DEFAULTA.PNX, group: 0x10000071, partId: 0x70000177
id: 0x42000682, name: MON011_GENERATEA.PNX, group: 0x10000071, partId: 0x70000218
id: 0x42000683, name: MON011_IDLEA.PNX, group: 0x10000071, partId: 0x700001b2
id: 0x42000684, name: MON011_MOVEA.PNX, group: 0x10000071, partId: 0x70000219
id: 0x42000685, name: MON012_ATTACKA.PNX, group: 0x10000072, partId: 0x70000216
id: 0x42000686, name: MON012_ATTACKB.PNX, group: 0x10000072, partId: 0x7000021a
id: 0x42000687, name: MON012_DAMAGEA.PNX, group: 0x10000072, partId: 0x740001c1
id: 0x42000688, name: MON012_DEADA.PNX, group: 0x10000072, partId: 0x70000217
id: 0x42000689, name: MON012_DEFAULTA.PNX, group: 0x10000072, partId: 0x70000177
id: 0x4200068a, name: MON012_GENERATEA.PNX, group: 0x10000072, partId: 0x70000218
id: 0x4200068b, name: MON012_IDLEA.PNX, group: 0x10000072, partId: 0x700001b2
id: 0x4200068c, name: MON012_MOVEA.PNX, group: 0x10000072, partId: 0x70000219
id: 0x4200068d, name: MON014_ATTACKA.PNX, group: 0x10000073, partId: 0x70000216
id: 0x4200068e, name: MON014_ATTACKB.PNX, group: 0x10000073, partId: 0x7000021a
id: 0x4200068f, name: MON014_DAMAGEA.PNX, group: 0x10000073, partId: 0x740001c1
id: 0x42000690, name: MON014_DEADA.PNX, group: 0x10000073, partId: 0x70000217
id: 0x42000691, name: MON014_DEFAULTA.PNX, group: 0x10000073, partId: 0x70000177
id: 0x42000692, name: MON014_GENERATEA.PNX, group: 0x10000073, partId: 0x70000218
id: 0x42000693, name: MON014_IDLEA.PNX, group: 0x10000073, partId: 0x700001b2
id: 0x42000694, name: MON014_MOVEA.PNX, group: 0x10000073, partId: 0x70000219
id: 0x42000695, name: MON015_ATTACKA.PNX, group: 0x10000074, partId: 0x70000216
id: 0x42000696, name: MON015_ATTACKB.PNX, group: 0x10000074, partId: 0x7000021a
id: 0x42000697, name: MON015_DAMAGEA.PNX, group: 0x10000074, partId: 0x740001c1
id: 0x42000698, name: MON015_DEADA.PNX, group: 0x10000074, partId: 0x70000217
id: 0x42000699, name: MON015_DEFAULTA.PNX, group: 0x10000074, partId: 0x70000177
id: 0x4200069a, name: MON015_GENERATEA.PNX, group: 0x10000074, partId: 0x70000218
id: 0x4200069b, name: MON015_IDLEA.PNX, group: 0x10000074, partId: 0x700001b2
id: 0x4200069c, name: MON015_MOVEA.PNX, group: 0x10000074, partId: 0x70000219
id: 0x4200069d, name: MON016_ATTACKA.PNX, group: 0x10000075, partId: 0x70000216
id: 0x4200069e, name: MON016_ATTACKB.PNX, group: 0x10000075, partId: 0x7000021a
id: 0x4200069f, name: MON016_DAMAGEA.PNX, group: 0x10000075, partId: 0x740001c1
id: 0x420006a0, name: MON016_DEADA.PNX, group: 0x10000075, partId: 0x70000217
id: 0x420006a1, name: MON016_DEFAULTA.PNX, group: 0x10000075, partId: 0x70000177
id: 0x420006a2, name: MON016_GENERATEA.PNX, group: 0x10000075, partId: 0x70000218
id: 0x420006a3, name: MON016_IDLEA.PNX, group: 0x10000075, partId: 0x700001b2
id: 0x420006a4, name: MON016_MOVEA.PNX, group: 0x10000075, partId: 0x70000219
id: 0x420006a5, name: MON018_ATTACKA.PNX, group: 0x10000076, partId: 0x70000216
id: 0x420006a6, name: MON018_ATTACKB.PNX, group: 0x10000076, partId: 0x7000021a
id: 0x420006a7, name: MON018_DAMAGEA.PNX, group: 0x10000076, partId: 0x740001c1
id: 0x420006a8, name: MON018_DEADA.PNX, group: 0x10000076, partId: 0x70000217
id: 0x420006a9, name: MON018_DEFAULTA.PNX, group: 0x10000076, partId: 0x70000177
id: 0x420006aa, name: MON018_GENERATEA.PNX, group: 0x10000076, partId: 0x70000218
id: 0x420006ab, name: MON018_IDLEA.PNX, group: 0x10000076, partId: 0x700001b2
id: 0x420006ac, name: MON018_MOVEA.PNX, group: 0x10000076, partId: 0x70000219
id: 0x420006ad, name: MON019_ATTACKA.PNX, group: 0x10000077, partId: 0x70000216
id: 0x420006ae, name: MON019_DAMAGEA.PNX, group: 0x10000077, partId: 0x740001c1
id: 0x420006af, name: MON019_DEADA.PNX, group: 0x10000077, partId: 0x70000217
id: 0x420006b0, name: MON019_DEFAULTA.PNX, group: 0x10000077, partId: 0x70000177
id: 0x420006b1, name: MON019_GENERATEA.PNX, group: 0x10000077, partId: 0x70000218
id: 0x420006b2, name: MON019_IDLEA.PNX, group: 0x10000077, partId: 0x700001b2
id: 0x420006b3, name: MON019_MOVEA.PNX, group: 0x10000077, partId: 0x70000219
id: 0x420006b4, name: MON020_ATTACKA.PNX, group: 0x10000078, partId: 0x70000216
id: 0x420006b5, name: MON020_ATTACKB.PNX, group: 0x10000078, partId: 0x7000021a
id: 0x420006b6, name: MON020_DAMAGEA.PNX, group: 0x10000078, partId: 0x740001c1
id: 0x420006b7, name: MON020_DEADA.PNX, group: 0x10000078, partId: 0x70000217
id: 0x420006b8, name: MON020_DEFAULTA.PNX, group: 0x10000078, partId: 0x70000177
id: 0x420006b9, name: MON020_GENERATEA.PNX, group: 0x10000078, partId: 0x70000218
id: 0x420006ba, name: MON020_IDLEA.PNX, group: 0x10000078, partId: 0x700001b2
id: 0x420006bb, name: MON020_MOVEA.PNX, group: 0x10000078, partId: 0x70000219
id: 0x420006bc, name: MON021_ATTACKA.PNX, group: 0x10000079, partId: 0x70000216
id: 0x420006bd, name: MON021_DAMAGEA.PNX, group: 0x10000079, partId: 0x740001c1
id: 0x420006be, name: MON021_DEADA.PNX, group: 0x10000079, partId: 0x70000217
id: 0x420006bf, name: MON021_DEFAULTA.PNX, group: 0x10000079, partId: 0x70000177
id: 0x420006c0, name: MON021_GENERATEA.PNX, group: 0x10000079, partId: 0x70000218
id: 0x420006c1, name: MON021_IDLEA.PNX, group: 0x10000079, partId: 0x700001b2
id: 0x420006c2, name: MON021_MOVEA.PNX, group: 0x10000079, partId: 0x70000219
id: 0x420006c3, name: MON022_ATTACKA.PNX, group: 0x1000007a, partId: 0x70000216
id: 0x420006c4, name: MON022_ATTACKB.PNX, group: 0x1000007a, partId: 0x7000021a
id: 0x420006c5, name: MON022_DAMAGEA.PNX, group: 0x1000007a, partId: 0x740001c1
id: 0x420006c6, name: MON022_DEADA.PNX, group: 0x1000007a, partId: 0x70000217
id: 0x420006c7, name: MON022_DEFAULTA.PNX, group: 0x1000007a, partId: 0x70000177
id: 0x420006c8, name: MON022_GENERATEA.PNX, group: 0x1000007a, partId: 0x70000218
id: 0x420006c9, name: MON022_IDLEA.PNX, group: 0x1000007a, partId: 0x700001b2
id: 0x420006ca, name: MON022_MOVEA.PNX, group: 0x1000007a, partId: 0x70000219
id: 0x420006cb, name: MON023_ATTACKA.PNX, group: 0x1000007b, partId: 0x70000216
id: 0x420006cc, name: MON023_ATTACKB.PNX, group: 0x1000007b, partId: 0x7000021a
id: 0x420006cd, name: MON023_DAMAGEA.PNX, group: 0x1000007b, partId: 0x740001c1
id: 0x420006ce, name: MON023_DEADA.PNX, group: 0x1000007b, partId: 0x70000217
id: 0x420006cf, name: MON023_DEFAULTA.PNX, group: 0x1000007b, partId: 0x70000177
id: 0x420006d0, name: MON023_GENERATEA.PNX, group: 0x1000007b, partId: 0x70000218
id: 0x420006d1, name: MON023_IDLEA.PNX, group: 0x1000007b, partId: 0x700001b2
id: 0x420006d2, name: MON023_MOVEA.PNX, group: 0x1000007b, partId: 0x70000219
id: 0x420006d3, name: MON030_ATTACKA.PNX, group: 0x1000007c, partId: 0x70000216
id: 0x420006d4, name: MON030_DAMAGEA.PNX, group: 0x1000007c, partId: 0x740001c1
id: 0x420006d5, name: MON030_DEADA.PNX, group: 0x1000007c, partId: 0x70000217
id: 0x420006d6, name: MON030_DEFAULTA.PNX, group: 0x1000007c, partId: 0x70000177
id: 0x420006d7, name: MON030_GENERATEA.PNX, group: 0x1000007c, partId: 0x70000218
id: 0x420006d8, name: MON030_IDLEA.PNX, group: 0x1000007c, partId: 0x700001b2
id: 0x420006d9, name: MON030_MOVEA.PNX, group: 0x1000007c, partId: 0x70000219
id: 0x420006dc, name: MON031_DAMAGEA.PNX, group: 0x1000007d, partId: 0x740001c1
id: 0x420006dd, name: MON031_DEADA.PNX, group: 0x1000007d, partId: 0x70000217
id: 0x420006de, name: MON031_DEFAULTA.PNX, group: 0x1000007d, partId: 0x70000177
id: 0x420006df, name: MON031_GENERATEA.PNX, group: 0x1000007d, partId: 0x70000218
id: 0x420006e0, name: MON031_IDLEA.PNX, group: 0x1000007d, partId: 0x700001b2
id: 0x420006e1, name: MON031_MOVEA.PNX, group: 0x1000007d, partId: 0x70000219
id: 0x420006e2, name: MON033_ATTACKA.PNX, group: 0x1000007e, partId: 0x70000216
id: 0x420006e3, name: MON033_DAMAGEA.PNX, group: 0x1000007e, partId: 0x740001c1
id: 0x420006e4, name: MON033_DEADA.PNX, group: 0x1000007e, partId: 0x70000217
id: 0x420006e5, name: MON033_DEFAULTA.PNX, group: 0x1000007e, partId: 0x70000177
id: 0x420006e6, name: MON033_GENERATEA.PNX, group: 0x1000007e, partId: 0x70000218
id: 0x420006e7, name: MON033_IDLEA.PNX, group: 0x1000007e, partId: 0x700001b2
id: 0x420006e8, name: MON033_MOVEA.PNX, group: 0x1000007e, partId: 0x70000219
id: 0x420006e9, name: MON034_ATTACKA.PNX, group: 0x1000007f, partId: 0x70000216
id: 0x420006ea, name: MON034_ATTACKB.PNX, group: 0x1000007f, partId: 0x7000021a
id: 0x420006eb, name: MON034_DAMAGEA.PNX, group: 0x1000007f, partId: 0x740001c1
id: 0x420006ec, name: MON034_DEADA.PNX, group: 0x1000007f, partId: 0x70000217
id: 0x420006ed, name: MON034_DEFAULTA.PNX, group: 0x1000007f, partId: 0x70000177
id: 0x420006ee, name: MON034_GENERATEA.PNX, group: 0x1000007f, partId: 0x70000218
id: 0x420006ef, name: MON034_IDLEA.PNX, group: 0x1000007f, partId: 0x700001b2
id: 0x420006f0, name: MON034_MOVEA.PNX, group: 0x1000007f, partId: 0x70000219
id: 0x420006f1, name: MON035_ATTACKA.PNX, group: 0x10000080, partId: 0x70000216
id: 0x420006f2, name: MON035_DAMAGEA.PNX, group: 0x10000080, partId: 0x740001c1
id: 0x420006f3, name: MON035_DEADA.PNX, group: 0x10000080, partId: 0x70000217
id: 0x420006f4, name: MON035_DEFAULTA.PNX, group: 0x10000080, partId: 0x70000177
id: 0x420006f5, name: MON035_GENERATEA.PNX, group: 0x10000080, partId: 0x70000218
id: 0x420006f6, name: MON035_IDLEA.PNX, group: 0x10000080, partId: 0x700001b2
id: 0x420006f7, name: MON035_MOVEA.PNX, group: 0x10000080, partId: 0x70000219
id: 0x420006f8, name: MON036_ATTACKA.PNX, group: 0x10000081, partId: 0x70000216
id: 0x420006f9, name: MON036_ATTACKB.PNX, group: 0x10000081, partId: 0x7000021a
id: 0x420006fa, name: MON036_DAMAGEA.PNX, group: 0x10000081, partId: 0x740001c1
id: 0x420006ff, name: MON036_DEADA.PNX, group: 0x10000081, partId: 0x70000217
id: 0x42000700, name: MON036_DEFAULTA.PNX, group: 0x10000081, partId: 0x70000177
id: 0x42000701, name: MON036_GENERATEA.PNX, group: 0x10000081, partId: 0x70000218
id: 0x42000702, name: MON036_IDLEA.PNX, group: 0x10000081, partId: 0x700001b2
id: 0x42000703, name: MON036_MOVEA.PNX, group: 0x10000081, partId: 0x70000219
id: 0x42000707, name: MON037_ATTACKA.PNX, group: 0x10000082, partId: 0x70000216
id: 0x42000708, name: MON037_DAMAGEA.PNX, group: 0x10000082, partId: 0x740001c1
id: 0x42000709, name: MON037_DEADA.PNX, group: 0x10000082, partId: 0x70000217
id: 0x4200070a, name: MON037_DEFAULTA.PNX, group: 0x10000082, partId: 0x70000177
id: 0x4200070f, name: MON037_GENERATEA.PNX, group: 0x10000082, partId: 0x70000218
id: 0x42000710, name: MON037_IDLEA.PNX, group: 0x10000082, partId: 0x700001b2
id: 0x42000711, name: MON037_MOVEA.PNX, group: 0x10000082, partId: 0x70000219
id: 0x42000712, name: MON050_DEFAULTA.PNX, group: 0x100002e4, partId: 0x70000177
id: 0x42000718, name: MON050_GENERATEA.PNX, group: 0x100002e4, partId: 0x70000218
id: 0x42000719, name: MON020_DAMAGEC.PNX, group: 0x10000078, partId: 0x7000000e
id: 0x4200071a, name: MON020_DAMAGED.PNX, group: 0x10000078, partId: 0x7000000f
id: 0x4200071f, name: FOOTF001B_DEFAULT.PNX, group: 0x100002e6, partId: 0x74000007
id: 0x42000720, name: FOOTF001C_DEFAULT.PNX, group: 0x100002e7, partId: 0x74000007
id: 0x42000721, name: FOOTF001U_DEFAULT.PNX, group: 0x100002e8, partId: 0x74000007
id: 0x42000722, name: FOOTF002B_DEFAULT.PNX, group: 0x100002e9, partId: 0x74000007
id: 0x42000727, name: FOOTF002U_DEFAULT.PNX, group: 0x100002ea, partId: 0x74000007
id: 0x42000728, name: FOOTF003B_DEFAULT.PNX, group: 0x100002eb, partId: 0x74000007
id: 0x42000729, name: FOOTF003C_DEFAULT.PNX, group: 0x100002ec, partId: 0x74000007
id: 0x4200072a, name: FOOTF004B_DEFAULT.PNX, group: 0x100002ed, partId: 0x74000007
id: 0x4200072f, name: FOOTF004C_DEFAULT.PNX, group: 0x100002ee, partId: 0x74000007
id: 0x42000730, name: FOOTF005B_DEFAULT.PNX, group: 0x100002ef, partId: 0x74000007
id: 0x42000731, name: FOOTF005C_DEFAULT.PNX, group: 0x100002f0, partId: 0x74000007
id: 0x42000732, name: FOOTF006B_DEFAULT.PNX, group: 0x100002f1, partId: 0x74000007
id: 0x42000737, name: FOOTF006C_DEFAULT.PNX, group: 0x100002f2, partId: 0x74000007
id: 0x42000738, name: FOOTF007B_DEFAULT.PNX, group: 0x100002f3, partId: 0x74000007
id: 0x42000739, name: FOOTF008B_DEFAULT.PNX, group: 0x100002f4, partId: 0x74000007
id: 0x4200073a, name: FOOTF008C_DEFAULT.PNX, group: 0x100002f5, partId: 0x74000007
id: 0x4200073f, name: FOOTF009B_DEFAULT.PNX, group: 0x100002f6, partId: 0x74000007
id: 0x42000740, name: FOOTF009C_DEFAULT.PNX, group: 0x100002f7, partId: 0x74000007
id: 0x42000741, name: FOOTF010B_DEFAULT.PNX, group: 0x100002f8, partId: 0x74000007
id: 0x42000742, name: FOOTF010C_DEFAULT.PNX, group: 0x100002f9, partId: 0x74000007
id: 0x42000747, name: FOOTF011B_DEFAULT.PNX, group: 0x100002fa, partId: 0x74000007
id: 0x42000748, name: FOOTF012B_DEFAULT.PNX, group: 0x100002fb, partId: 0x74000007
id: 0x42000749, name: FOOTF013B_DEFAULT.PNX, group: 0x100002fc, partId: 0x74000007
id: 0x4200074a, name: FOOTF014B_DEFAULT.PNX, group: 0x100002fd, partId: 0x74000007
id: 0x4200074f, name: FOOTF015B_DEFAULT.PNX, group: 0x100002fe, partId: 0x74000007
id: 0x42000750, name: FOOTM001B_DEFAULT.PNX, group: 0x100002ff, partId: 0x74000007
id: 0x42000751, name: FOOTM001C_DEFAULT.PNX, group: 0x10000300, partId: 0x74000007
id: 0x42000752, name: FOOTM002B_DEFAULT.PNX, group: 0x10000301, partId: 0x74000007
id: 0x42000757, name: FOOTM002C_DEFAULT.PNX, group: 0x10000302, partId: 0x74000007
id: 0x42000758, name: FOOTM003B_DEFAULT.PNX, group: 0x10000303, partId: 0x74000007
id: 0x42000759, name: FOOTM003C_DEFAULT.PNX, group: 0x10000304, partId: 0x74000007
id: 0x4200075a, name: FOOTM004B_DEFAULT.PNX, group: 0x10000305, partId: 0x74000007
id: 0x4200075f, name: FOOTM004C_DEFAULT.PNX, group: 0x10000306, partId: 0x74000007
id: 0x42000760, name: FOOTM005B_DEFAULT.PNX, group: 0x10000307, partId: 0x74000007
id: 0x42000761, name: FOOTM005C_DEFAULT.PNX, group: 0x10000308, partId: 0x74000007
id: 0x42000762, name: FOOTM006B_DEFAULT.PNX, group: 0x10000309, partId: 0x74000007
id: 0x42000767, name: FOOTM006C_DEFAULT.PNX, group: 0x1000030a, partId: 0x74000007
id: 0x42000768, name: FOOTM007B_DEFAULT.PNX, group: 0x1000030b, partId: 0x74000007
id: 0x42000769, name: FOOTM007C_DEFAULT.PNX, group: 0x1000030c, partId: 0x74000007
id: 0x4200076a, name: FOOTM008B_DEFAULT.PNX, group: 0x1000030d, partId: 0x74000007
id: 0x4200076f, name: FOOTM008C_DEFAULT.PNX, group: 0x1000030e, partId: 0x74000007
id: 0x42000770, name: FOOTM009B_DEFAULT.PNX, group: 0x1000030f, partId: 0x74000007
id: 0x42000771, name: FOOTM010B_DEFAULT.PNX, group: 0x10000310, partId: 0x74000007
id: 0x42000772, name: FOOTM011B_DEFAULT.PNX, group: 0x10000311, partId: 0x74000007
id: 0x42000777, name: FOOTM012B_DEFAULT.PNX, group: 0x10000312, partId: 0x74000007
id: 0x42000778, name: FOOTM013B_DEFAULT.PNX, group: 0x10000313, partId: 0x74000007
id: 0x42000779, name: FOOTM014B_DEFAULT.PNX, group: 0x10000314, partId: 0x74000007
id: 0x4200077a, name: FOOTM015B_DEFAULT.PNX, group: 0x10000315, partId: 0x74000007
id: 0x4200077f, name: HANDF000_DEFAULT.PNX, group: 0x10000316, partId: 0x74000007
id: 0x42000780, name: HANDF005B_DEFAULT.PNX, group: 0x10000317, partId: 0x74000007
id: 0x42000781, name: HANDF012B_DEFAULT.PNX, group: 0x10000318, partId: 0x74000007
id: 0x42000782, name: HANDF013B_DEFAULT.PNX, group: 0x10000319, partId: 0x74000007
id: 0x42000787, name: HANDF014B_DEFAULT.PNX, group: 0x1000031a, partId: 0x74000007
id: 0x42000788, name: HANDF015B_DEFAULT.PNX, group: 0x1000031b, partId: 0x74000007
id: 0x42000789, name: HANDM000_DEFAULT.PNX, group: 0x1000031c, partId: 0x74000007
id: 0x4200078a, name: HANDM001B_DEFAULT.PNX, group: 0x1000031d, partId: 0x74000007
id: 0x4200078f, name: HANDM002B_DEFAULT.PNX, group: 0x1000031e, partId: 0x74000007
id: 0x42000790, name: HANDM004C_DEFAULT.PNX, group: 0x1000031f, partId: 0x74000007
id: 0x42000791, name: HANDM005B_DEFAULT.PNX, group: 0x10000320, partId: 0x74000007
id: 0x42000792, name: HANDM006C_DEFAULT.PNX, group: 0x10000321, partId: 0x74000007
id: 0x42000797, name: HANDM008B_DEFAULT.PNX, group: 0x10000322, partId: 0x74000007
id: 0x42000798, name: HANDM009B_DEFAULT.PNX, group: 0x10000323, partId: 0x74000007
id: 0x42000799, name: HANDM011B_DEFAULT.PNX, group: 0x10000324, partId: 0x74000007
id: 0x4200079a, name: HANDM013B_DEFAULT.PNX, group: 0x10000325, partId: 0x74000007
id: 0x4200079f, name: HANDM014B_DEFAULT.PNX, group: 0x10000326, partId: 0x74000007
id: 0x420007a0, name: HANDM015B_DEFAULT.PNX, group: 0x10000327, partId: 0x74000007
id: 0x420007a1, name: HEADHAIRF001B_DEFAULT.PNX, group: 0x10000328, partId: 0x74000007
id: 0x420007a2, name: HEADHAIRF001C_DEFAULT.PNX, group: 0x10000329, partId: 0x74000007
id: 0x420007a7, name: HEADHAIRF001U_DEFAULT.PNX, group: 0x1000032a, partId: 0x74000007
id: 0x420007a8, name: HEADHAIRF002B_DEFAULT.PNX, group: 0x1000032b, partId: 0x74000007
id: 0x420007a9, name: HEADHAIRF002C_DEFAULT.PNX, group: 0x1000032c, partId: 0x74000007
